Time (EET),Open,High,Low,Close,Volume 
2025.01.06 03:00:00,21302.713,21309.258,21293.291,21296.024,0.11394
2025.01.06 03:10:00,21295.88,21312.836,21292.88,21307.69,0.10917
2025.01.06 03:20:00,21307.157,21307.157,21295.635,21299.09,0.09999
2025.01.06 03:30:00,21298.89,21304.057,21288.811,21294.825,0.10287
2025.01.06 03:40:00,21294.692,21301.88,21290.111,21294.646,0.09306
2025.01.06 03:50:00,21294.481,21307.057,21291.311,21306.401,0.10215
2025.01.06 04:00:00,21306.103,21306.68,21289.511,21301.511,0.10791
2025.01.06 04:10:00,21301.591,21322.547,21301.558,21321.779,0.12033
2025.01.06 04:20:00,21321.358,21324.524,21307.835,21309.346,0.09891
2025.01.06 04:30:00,21309.69,21317.181,21305.279,21316.39,0.08469
2025.01.06 04:40:00,21316.536,21316.803,21303.158,21315.202,0.07182
2025.01.06 04:50:00,21316.302,21318.38,21312.679,21316.379,0.06579
2025.01.06 05:00:00,21316.114,21318.824,21309.601,21312.169,0.06309
2025.01.06 05:10:00,21311.792,21319.746,21311.124,21316.246,0.05382
2025.01.06 05:20:00,21316.611,21318.125,21307.501,21312.092,0.06021
2025.01.06 05:30:00,21312.079,21323.313,21311.001,21322.124,0.06714
2025.01.06 05:40:00,21322.281,21322.611,21313.311,21315.125,0.05499
2025.01.06 05:50:00,21315.192,21318.524,21311.901,21314.824,0.05391
2025.01.06 06:00:00,21315.046,21317.335,21312.802,21315.89,0.05211
2025.01.06 06:10:00,21316.057,21319.124,21310.669,21318.357,0.04563
2025.01.06 06:20:00,21318.179,21325.725,21315.601,21323.78,0.05247
2025.01.06 06:30:00,21323.624,21329.357,21323.011,21328.613,0.05292
2025.01.06 06:40:00,21328.557,21329.546,21324.857,21325.779,0.03726
2025.01.06 06:50:00,21325.679,21329.746,21323.101,21329.013,0.03393
2025.01.06 07:00:00,21329.158,21333.025,21327.002,21333.025,0.0549
2025.01.06 07:10:00,21332.803,21334.046,21328.535,21329.246,0.0522
2025.01.06 07:20:00,21329.514,21347.235,21329.514,21345.991,0.06579
2025.01.06 07:30:00,21345.868,21357.347,21345.568,21353.136,0.07875
2025.01.06 07:40:00,21352.847,21353.692,21340.491,21344.869,0.06066
2025.01.06 07:50:00,21344.991,21348.625,21341.869,21345.302,0.04869
2025.01.06 08:00:00,21345.257,21349.602,21337.213,21338.39,0.05247
